Autotrace Enabled
Shows the execution plan as well as statistics of the statement.
Unable to gather statistics please unsure user has correct access.
The statistic feature requires that the user is granted select on v_$sesstat, v_$statname and v_$session.
DT_PRIKAZU   ID_ORDER NAZEV                                              POCET_KUSU
05.01.18            3 SMURFIT KAPPA GROUP PLC                                    11 
05.01.18            3 SMURFIT KAPPA GROUP PLC                                    12 
05.01.18            3 SMURFIT KAPPA GROUP PLC                                    12 
05.01.18            3 SMURFIT KAPPA GROUP PLC                                    13 
05.01.18            3 SMURFIT KAPPA GROUP PLC                                    14 
05.01.18            3 SMURFIT KAPPA GROUP PLC                                    13 
05.01.18            3 SMURFIT KAPPA GROUP PLC                                    10 
05.01.18            3 SOURCE MSCI EMERG. MARKETSUCITS ETF-A                      11 
05.01.18            3 SOURCE MSCI EMERG. MARKETSUCITS ETF-A                      13 
05.01.18            3 SOURCE MSCI EMERG. MARKETSUCITS ETF-A                      14 
05.01.18            3 SOURCE MSCI EMERG. MARKETSUCITS ETF-A                      14 
05.01.18            3 SOURCE MSCI EMERG. MARKETSUCITS ETF-A                      13 
05.01.18            3 SOURCE MSCI EMERG. MARKETSUCITS ETF-A                      12 
05.01.18            3 SOURCE MSCI EMERG. MARKETSUCITS ETF-A                      14 
05.01.18            3 SOURCE MSCI EMERG. MARKETSUCITS ETF-A                      10 
05.01.18            3 SOURCE MSCI EMERG. MARKETSUCITS ETF-A                      12 
05.01.18            3 SOURCE MSCI EMERG. MARKETSUCITS ETF-A                      10 
05.01.18            3 SOURCE SP 500 ETF                                          14 
05.01.18            3 SOURCE SP 500 ETF                                          11 
05.01.18            3 SOURCE SP 500 ETF                                          11 
05.01.18            3 SOURCE SP 500 ETF                                          10 
05.01.18            3 SOURCE SP 500 ETF                                          11 
05.01.18            3 SOURCE SP 500 ETF                                          12 
05.01.18            3 SOURCE SP 500 ETF                                          12 
05.01.18            3 SOURCE SP 500 ETF                                          14 
05.01.18            3 SOURCE SP 500 ETF                                          13 
05.01.18            3 SOURCE SP 500 ETF                                          12 
05.01.18            3 SUPERIOR PLUS 7 07/15/26                                 -168 
05.01.18            3 TOKYO ELECTRIC POWER CO INC                              -169 
05.01.18            3 TOYOTA MOTOR CORP                                        -110 
05.01.18            3 TRANSOCEAN INC                                           -110 
05.01.18            3 TRANSOCEAN INC.                                          -156 
05.01.18            3 UNICREDIT SPA                                            -168 
05.01.18            3 UNICREDIT SPA PLN                                        -121 
05.01.18            3 UNICREDIT SPA PLN                                        -168 
05.01.18            3 UNICREDIT SPA RIGHTS                                     -120 
05.01.18            3 UNICREDIT SPA RIGHTS 01/2018                             -154 
05.01.18            3 UNICREDIT SPA RIGHTS 04/2016                             -100 
05.01.18            3 UNICREDIT SPA RIGHTS 05/2015                             -140 
05.01.18            3 UNICREDIT SPA RIGHTS 5/2014                              -156 
05.01.18            3 UNIPOL GRUPPO FINANZIARIO SP                             -130 
05.01.18            3 US TREASURY 2.5 30/06/2020                               -100 
05.01.18            3 VANGUARD FTSE EMERGING MARKETS ETF                         12 
05.01.18            3 VANGUARD FTSE EMERGING MARKETS ETF                         14 
05.01.18            3 VANGUARD FTSE EMERGING MARKETS ETF                         12 
05.01.18            3 VANGUARD FTSE EMERGING MARKETS ETF                         11 
05.01.18            3 VANGUARD FTSE EMERGING MARKETS ETF                         12 
05.01.18            3 VANGUARD FTSE EMERGING MARKETS ETF                         13 
05.01.18            3 VANGUARD FTSE EMERGING MARKETS ETF                         14 
05.01.18            3 VANGUARD FTSE EMERGING MARKETS ETF                         11 
05.01.18            3 VANGUARD FTSE EMERGING MARKETS ETF                         14 
05.01.18            3 VANGUARD FTSE EMERGING MARKETS ETF                         12 
05.01.18            3 VANGUARD SP 500 ETF / IE                                   14 
05.01.18            3 VANGUARD SP 500 ETF / IE                                   12 
05.01.18            3 VANGUARD SP 500 ETF / IE                                   14 
05.01.18            3 VANGUARD SP 500 ETF / IE                                   11 
05.01.18            3 VANGUARD SP 500 ETF / IE                                   10 
05.01.18            3 VANGUARD SP 500 ETF / IE                                   13 
05.01.18            3 VANGUARD SP 500 ETF / IE                                   14 
05.01.18            3 VANGUARD SP 500 ETF / IE                                   10 
05.01.18            3 VANGUARD SP 500 ETF / IE                                   10 
05.01.18            3 VANGUARD SP 500 ETF / IE                                   10 
05.01.18            3 VELTI PLC                                                -100 
05.01.18            3 WARNER CHILCOTT PLC-CLASS A                                11 
05.01.18            3 WARNER CHILCOTT PLC-CLASS A                                14 
05.01.18            3 WARNER CHILCOTT PLC-CLASS A                                13 
05.01.18            3 WARNER CHILCOTT PLC-CLASS A                                10 
05.01.18            3 WARNER CHILCOTT PLC-CLASS A                                12 
05.01.18            3 WARNER CHILCOTT PLC-CLASS A                                10 
05.01.18            3 WARNER CHILCOTT PLC-CLASS A                                11 
05.01.18            3 WARNER CHILCOTT PLC-CLASS A                                11 
05.01.18            3 WARNER CHILCOTT PLC-CLASS A                                11 
05.01.18            3 WARNER CHILCOTT PLC-CLASS A                                14 
05.01.18            3 WIZZ AIR HOLDINGS PLC                                    -130 
05.01.18            3 WPP PLC                                                  -143 
05.01.18            3 XIAOMI CORP-CLASS B                                      -169 
05.01.18            3 XIAOMI CORP-CLASS B USD                                  -110 
05.01.18            3 XINGDA INTERNATIONAL HOLDINGS LT                         -143 
05.01.18            3 XINYI SOLAR HOLDINGS LTD                                 -132 

 1 357 rows selected 

Plan hash value: 784073296
 
-----------------------------------------------------------------------------------------
| Id  | Operation               | Name          | Rows  | Bytes | Cost (%CPU)| Time     |
-----------------------------------------------------------------------------------------
|   0 | SELECT STATEMENT        |               |  1090 |   163K|    20  (10)| 00:00:01 |
|   1 |  SORT ORDER BY          |               |  1090 |   163K|    20  (10)| 00:00:01 |
|*  2 |   HASH JOIN             |               |  1090 |   163K|    19   (6)| 00:00:01 |
|   3 |    TABLE ACCESS FULL    | TBL_PRODUCT   |   389 | 15560 |     3   (0)| 00:00:01 |
|*  4 |    HASH JOIN            |               |  1090 |   121K|    16   (7)| 00:00:01 |
|   5 |     MERGE JOIN CARTESIAN|               |    15 |   930 |     6   (0)| 00:00:01 |
|*  6 |      TABLE ACCESS FULL  | TBL_PORTFOLIO |     1 |    40 |     3   (0)| 00:00:01 |
|   7 |      BUFFER SORT        |               |    15 |   330 |     3   (0)| 00:00:01 |
|*  8 |       TABLE ACCESS FULL | TBL_ORDER     |    15 |   330 |     3   (0)| 00:00:01 |
|   9 |     TABLE ACCESS FULL   | TBL_DEAL      |  5448 |   276K|     9   (0)| 00:00:01 |
-----------------------------------------------------------------------------------------
 
Predicate Information (identified by operation id):
---------------------------------------------------
 
   2 - access("A"."ID_PRODUCT"="C"."ID")
   4 - access("A"."ID_PORTFOLIO"="D"."ID" AND "A"."ID_ORDER"="B"."ID")
   6 - filter("D"."PRIJMENI" LIKE '%Novák%')
   8 - filter("B"."DT_PRIKAZU"<=TO_DATE(' 2018-01-31 00:00:00', 'syyyy-mm-dd 
              hh24:mi:ss') AND "B"."DT_PRIKAZU">=TO_DATE(' 2018-01-01 00:00:00', 'syyyy-mm-dd 
              hh24:mi:ss'))
 
Note
-----
   - dynamic sampling used for this statement (level=2)

Unable to gather statistics please unsure user has correct access.
The statistic feature requires that the user is granted select on v_$sesstat, v_$statname and v_$session.
Unable to gather statistics please unsure user has correct access.
The statistic feature requires that the user is granted select on v_$sesstat, v_$statname and v_$session.
DT_PRIKAZU   ID_ORDER NAZEV                                              POCET_KUSU
---------- ---------- -------------------------------------------------- ----------
01.01.18            1 ABB LTD. EUR                                               10 
01.01.18            1 ABB LTD. EUR                                               12 
01.01.18            1 ABB LTD. EUR                                               11 
01.01.18            1 ABB LTD. EUR                                               13 
01.01.18            1 ABB LTD. EUR                                               12 
01.01.18            1 ABB LTD. EUR                                               13 
01.01.18            1 ABB LTD. EUR                                               10 
01.01.18            1 ABB LTD. EUR                                             -143 
01.01.18            1 ABB LTD. EUR                                               10 
01.01.18            1 ABB LTD. EUR                                               11 
01.01.18            1 ABB LTD. EUR                                               10 
01.01.18            1 ACCENTURE LTD                                            -132 
01.01.18            1 ANGLO IRISH BANK CORP PLC  old acquired                  -140 
01.01.18            1 BANK OF IRELAND                                          -168 
01.01.18            1 BAREP Global Credit Class B (EUR)                        -132 
01.01.18            1 CHUBB LTD                                                  13 
01.01.18            1 CHUBB LTD                                                  10 
01.01.18            1 CHUBB LTD                                                  11 
01.01.18            1 CHUBB LTD                                                  11 
01.01.18            1 CHUBB LTD                                                -130 
01.01.18            1 CHUBB LTD                                                  14 
01.01.18            1 CHUBB LTD                                                  12 
01.01.18            1 CHUBB LTD                                                  11 
01.01.18            1 CHUBB LTD                                                  13 
01.01.18            1 CHUBB LTD                                                  14 
01.01.18            1 CHUBB LTD                                                  11 
01.01.18            1 CIE FINANCIERE RICHEMONT-REG                               12 
01.01.18            1 CIE FINANCIERE RICHEMONT-REG                               11 
01.01.18            1 CIE FINANCIERE RICHEMONT-REG                               11 
01.01.18            1 CIE FINANCIERE RICHEMONT-REG                               10 
01.01.18            1 CIE FINANCIERE RICHEMONT-REG                               12 
01.01.18            1 CIE FINANCIERE RICHEMONT-REG                             -132 
01.01.18            1 CIE FINANCIERE RICHEMONT-REG                               12 
01.01.18            1 CIE FINANCIERE RICHEMONT-REG                               10 
01.01.18            1 CIE FINANCIERE RICHEMONT-REG                               11 
01.01.18            1 CIE FINANCIERE RICHEMONT-REG                               13 
01.01.18            1 CIE FINANCIERE RICHEMONT-REG                               14 
01.01.18            1 COCA-COLA HBC AG-DI                                        12 
01.01.18            1 COCA-COLA HBC AG-DI                                        14 
01.01.18            1 COCA-COLA HBC AG-DI                                        13 
01.01.18            1 COCA-COLA HBC AG-DI                                        11 
01.01.18            1 COCA-COLA HBC AG-DI                                        14 
01.01.18            1 COCA-COLA HBC AG-DI                                        11 
01.01.18            1 COCA-COLA HBC AG-DI                                        14 
01.01.18            1 COCA-COLA HBC AG-DI                                        11 
01.01.18            1 COCA-COLA HBC AG-DI                                        13 
01.01.18            1 COCA-COLA HBC AG-DI                                        10 
01.01.18            1 COCA-COLA HBC AG-DI                                      -100 
01.01.18            1 COMPAGNIE FINANCIER RICHEMONT SA                           11 
01.01.18            1 COMPAGNIE FINANCIER RICHEMONT SA                           14 
01.01.18            1 COMPAGNIE FINANCIER RICHEMONT SA                           12 
01.01.18            1 COMPAGNIE FINANCIER RICHEMONT SA                           11 
01.01.18            1 COMPAGNIE FINANCIER RICHEMONT SA                           13 
01.01.18            1 COMPAGNIE FINANCIER RICHEMONT SA                           13 
01.01.18            1 COMPAGNIE FINANCIER RICHEMONT SA                           11 
01.01.18            1 COMPAGNIE FINANCIER RICHEMONT SA                           13 
01.01.18            1 COMPAGNIE FINANCIER RICHEMONT SA                           10 
01.01.18            1 COMPAGNIE FINANCIER RICHEMONT SA                           13 
01.01.18            1 COMPAGNIE FINANCIER RICHEMONT SA                         -120 
01.01.18            1 CONSEQ INVEST CONSERV. BOND F.                           -182 
01.01.18            1 CONSEQ INVEST DLUHOPISOVY OPF                            -132 
01.01.18            1 CONSEQ INVEST NEW EUROPE BOND F.                         -196 
01.01.18            1 CONSEQ INVEST PLC - EQUITY FUND                          -182 
01.01.18            1 CRH PLC                                                    13 
01.01.18            1 CRH PLC                                                    14 
01.01.18            1 CRH PLC                                                    10 
01.01.18            1 CRH PLC                                                    12 
01.01.18            1 CRH PLC                                                    10 
01.01.18            1 CRH PLC                                                    11 
01.01.18            1 CRH PLC                                                    13 
01.01.18            1 CRH PLC                                                  -120 
01.01.18            1 CRH PLC                                                    12 
01.01.18            1 CRH PLC                                                    14 
01.01.18            1 CRH PLC                                                    10 
01.01.18            1 CZK                                                      -110 
01.01.18            1 CZK                                                      -168 
01.01.18            1 CZK                                                      -156 
01.01.18            1 CZK                                                      -143 
01.01.18            1 CZK                                                      -156 
01.01.18            1 CZK                                                      -132 
01.01.18            1 CZK                                                      -132 
01.01.18            1 CZK                                                      -100 
01.01.18            1 CZK                                                      -168 
01.01.18            1 CZK                                                      -120 
01.01.18            1 CZK                                                      -120 
01.01.18            1 CZK                                                      -120 
01.01.18            1 CZK                                                      -144 
01.01.18            1 CZK                                                      -154 
01.01.18            1 CZK                                                      -182 
01.01.18            1 CZK                                                      -168 
01.01.18            1 CZK                                                      -156 
01.01.18            1 CZK                                                      -143 
01.01.18            1 CZK                                                      -100 
01.01.18            1 CZK                                                      -140 
01.01.18            1 CZK                                                      -110 
01.01.18            1 CZK                                                      -168 
01.01.18            1 CZK                                                      -130 
01.01.18            1 CZK                                                      -121 
01.01.18            1 CZK                                                      -182 
01.01.18            1 CZK                                                      -196 
01.01.18            1 CZK                                                      -100 
01.01.18            1 CZK                                                      -156 
01.01.18            1 CZK                                                      -100 
01.01.18            1 CZK                                                      -143 
01.01.18            1 CZK                                                      -168 
01.01.18            1 CZK                                                      -182 
01.01.18            1 CZK                                                      -121 
01.01.18            1 CZK                                                      -196 
01.01.18            1 CZK                                                      -100 
01.01.18            1 CZK                                                      -182 
01.01.18            1 CZK                                                      -140 
01.01.18            1 CZK                                                      -169 
01.01.18            1 CZK                                                      -120 
01.01.18            1 CZK                                                      -196 
01.01.18            1 CZK                                                      -169 
01.01.18            1 CZK                                                      -130 
01.01.18            1 CZK                                                      -143 
01.01.18            1 CZK                                                      -154 
01.01.18            1 CZK                                                      -110 
01.01.18            1 CZK                                                      -120 
01.01.18            1 CZK                                                      -130 
01.01.18            1 CZK                                                      -110 
01.01.18            1 CZK                                                      -196 
01.01.18            1 CZK                                                      -156 
01.01.18            1 CZK                                                      -156 
01.01.18            1 CZK                                                      -156 
01.01.18            1 CZK                                                      -169 
01.01.18            1 CZK                                                      -169 
01.01.18            1 CZK                                                      -182 
01.01.18            1 CZK                                                      -120 
01.01.18            1 CZK                                                      -143 
01.01.18            1 CZK                                                      -154 
01.01.18            1 CZK                                                      -196 
01.01.18            1 CZK                                                      -121 
01.01.18            1 CZK                                                      -156 
01.01.18            1 CZK                                                      -144 
01.01.18            1 CZK                                                      -110 
01.01.18            1 CZK                                                      -110 
01.01.18            1 CZK                                                      -100 
01.01.18            1 CZK                                                      -100 
01.01.18            1 CZK                                                      -130 
01.01.18            1 CZK                                                      -156 
01.01.18            1 CZK                                                      -120 
01.01.18            1 CZK                                                      -169 
01.01.18            1 CZK                                                      -121 
01.01.18            1 CZK                                                      -132 
01.01.18            1 CZK                                                      -143 
01.01.18            1 CZK                                                      -140 
01.01.18            1 CZK                                                      -130 
01.01.18            1 CZK                                                      -110 
01.01.18            1 CZK                                                      -132 
01.01.18            1 CZK                                                      -143 
01.01.18            1 CZK                                                      -154 
01.01.18            1 CZK                                                      -168 
01.01.18            1 CZK                                                      -121 
01.01.18            1 CZK                                                      -120 
01.01.18            1 CZK                                                      -132 
01.01.18            1 CZK                                                      -156 
01.01.18            1 CZK                                                      -121 
01.01.18            1 CZK                                                      -168 
01.01.18            1 CZK                                                      -156 
01.01.18            1 CZK                                                      -121 
01.01.18            1 CZK                                                      -132 
01.01.18            1 CZK                                                      -182 
01.01.18            1 CZK                                                      -132 
01.01.18            1 CZK                                                      -121 
01.01.18            1 CZK                                                      -156 
01.01.18            1 CZK                                                      -140 
01.01.18            1 CZK                                                      -121 
01.01.18            1 CZK                                                      -154 
01.01.18            1 CZK                                                      -182 
01.01.18            1 CZK                                                      -121 
01.01.18            1 CZK                                                      -169 
01.01.18            1 CZK                                                      -100 
01.01.18            1 CZK                                                      -154 
01.01.18            1 CZK                                                      -182 
01.01.18            1 CZK                                                      -140 
01.01.18            1 CZK                                                      -120 
01.01.18            1 CZK                                                      -120 
01.01.18            1 CZK                                                      -120 
01.01.18            1 CZK                                                      -130 
01.01.18            1 CZK                                                      -156 
01.01.18            1 CZK                                                      -120 
01.01.18            1 CZK                                                      -140 
01.01.18            1 CZK                                                      -182 
01.01.18            1 CZK                                                      -132 
01.01.18            1 CZK                                                      -156 
01.01.18            1 CZK                                                      -144 
01.01.18            1 DCC PLC                                                    12 
01.01.18            1 DCC PLC                                                    10 
01.01.18            1 DCC PLC                                                    11 
01.01.18            1 DCC PLC                                                    14 
01.01.18            1 DCC PLC                                                    14 
01.01.18            1 DCC PLC                                                  -140 
01.01.18            1 DCC PLC                                                    13 
01.01.18            1 DCC PLC                                                    12 
01.01.18            1 DCC PLC                                                    14 
01.01.18            1 DCC PLC                                                    10 
01.01.18            1 DCC PLC                                                    10 
01.01.18            1 Emerging Europe Debt Fund A-shares CZK                   -110 
01.01.18            1 EUR                                                        10 
01.01.18            1 EUR                                                        11 
01.01.18            1 EUR                                                        12 
01.01.18            1 EUR                                                        12 
01.01.18            1 EUR                                                        11 
01.01.18            1 EUR                                                      -132 
01.01.18            1 EUR                                                        13 
01.01.18            1 GARMIN LTD                                                 12 
01.01.18            1 GARMIN LTD                                                 10 
01.01.18            1 GARMIN LTD                                                 10 
01.01.18            1 GARMIN LTD                                                 14 
01.01.18            1 GARMIN LTD                                                 13 
01.01.18            1 GARMIN LTD                                                 12 
01.01.18            1 GARMIN LTD                                                 13 
01.01.18            1 GARMIN LTD                                                 10 
01.01.18            1 GARMIN LTD                                                 11 
01.01.18            1 GARMIN LTD                                                 10 
01.01.18            1 GARMIN LTD                                               -143 
01.01.18            1 GEBERIT AG-REG                                             11 
01.01.18            1 GEBERIT AG-REG                                             12 
01.01.18            1 GEBERIT AG-REG                                             14 
01.01.18            1 GEBERIT AG-REG                                             12 
01.01.18            1 GEBERIT AG-REG                                             10 
01.01.18            1 GEBERIT AG-REG                                           -100 
01.01.18            1 GEBERIT AG-REG                                             13 
01.01.18            1 GEBERIT AG-REG                                             14 
01.01.18            1 GEBERIT AG-REG                                             10 
01.01.18            1 GEBERIT AG-REG                                             12 
01.01.18            1 GEBERIT AG-REG                                             10 
01.01.18            1 GENERALI COMMODITY A CZK                                 -130 
01.01.18            1 GENERALI COMMODITY A EUR                                 -154 
01.01.18            1 GENERALI COMMODITY A PLN                                 -156 
01.01.18            1 GENERALI CORPORATE BONDS A EUR                           -154 
01.01.18            1 GENERALI CORPORATE BONDS A PLN                           -132 
01.01.18            1 GENERALI CORPORATE BONDS B CZK                           -168 
01.01.18            1 GENERALI CORPORATE BONDS B EUR                           -140 
01.01.18            1 GENERALI CORPORATE BONDS B HUF                           -130 
01.01.18            1 GENERALI CORPORATE BONDS B PLN                           -110 
01.01.18            1 GENERALI CORPORATE BONDS B RON                           -132 
01.01.18            1 GENERALI EMER. EUROPE BOND A PLN                         -132 
01.01.18            1 GENERALI EMER. EUROPE BOND A RON                         -120 
01.01.18            1 GENERALI EMER. EUROPE BOND Y EUR                         -120 
01.01.18            1 GENERALI EMERGING EUROPE A CZK                           -168 
01.01.18            1 GENERALI EMERGING EUROPE A EUR                           -154 
01.01.18            1 GENERALI EMERGING EUROPE A PLN                           -110 
01.01.18            1 GENERALI EMERGING EUROPE I EUR                           -154 
01.01.18            1 GENERALI GLOBAL EQUITY A EUR                             -182 
01.01.18            1 GENERALI GLOBAL EQUITY A PLN                             -120 
01.01.18            1 GENERALI NEW ECONOMIES A EUR                             -154 
01.01.18            1 GENERALI NEW ECONOMIES A PLN                             -120 
01.01.18            1 GENERALI OIL AND ENERGY A EUR                            -182 
01.01.18            1 GENERALI OIL AND ENERGY A PLN                            -132 
01.01.18            1 GENERALI PREMIUM CONSERVATIVE A EUR                      -130 
01.01.18            1 GENERALI PREMIUM CONSERVATIVE A PLN                      -130 
01.01.18            1 HSBC MSCI TURKEY UCITS ETF                               -100 
01.01.18            1 INGERSOLL-RAND PLC.                                      -120 
01.01.18            1 INVESCO MSCI WORLD ETF                                   -154 
01.01.18            1 INVESCO NASDAQ-100 DIST ETF                              -143 
01.01.18            1 INVESCO PHYSICAL GOLD ETC                                -140 
01.01.18            1 INVESCO PHYSICAL PALLADIUM                               -110 
01.01.18            1 INVESCO PHYSICAL PLATINUM                                -169 
01.01.18            1 INVESCO PHYSICAL SILVER ETC                              -140 
01.01.18            1 INVESCO STX 600 OPT BANKS UCITS ETF                      -121 
01.01.18            1 ISHARES ASIA PROPERTY YIELD UCITS ETF                    -196 
01.01.18            1 ISHARES BC GBL INF LNK BD                                -182 
01.01.18            1 ISHARES CORE EURO CORP BOND UCITS ETF                    -140 
01.01.18            1 ISHARES CORE FTSE 100 UCITS                                10 
01.01.18            1 ISHARES CORE FTSE 100 UCITS                                12 
01.01.18            1 ISHARES CORE FTSE 100 UCITS                                12 
01.01.18            1 ISHARES CORE FTSE 100 UCITS                                13 
01.01.18            1 ISHARES CORE FTSE 100 UCITS                                11 
01.01.18            1 ISHARES CORE FTSE 100 UCITS                                14 
01.01.18            1 ISHARES CORE FTSE 100 UCITS                                11 
01.01.18            1 ISHARES CORE FTSE 100 UCITS                                14 
01.01.18            1 ISHARES CORE FTSE 100 UCITS                                13 
01.01.18            1 ISHARES CORE FTSE 100 UCITS                              -130 
01.01.18            1 ISHARES CORE FTSE 100 UCITS                                14 
01.01.18            1 ISHARES CORE MSCI WORLD UCITS ETF                        -143 
01.01.18            1 ISHARES CORE SP 500 UCITS ETF                            -156 
01.01.18            1 ISHARES DJ ASIA/PAC SD 30 ETF                            -100 
01.01.18            1 ISHARES DJ INDUSTRIAL AVERAGE UCITS ETF                  -154 
01.01.18            1 ISHARES EMERGING MKT DIV UCITS                           -182 
01.01.18            1 iShares EURO STOXX 50                                    -156 
01.01.18            1 iShares European Property Yield UCITS ETF                -143 
01.01.18            1 ISHARES EURSTOXX SELECT DIV30 GBP                        -169 
01.01.18            1 ISHARES FTSE MIB UCITS ETF                               -154 
01.01.18            1 ISHARES FTSE UK DIVIDEND PLUS                            -143 
01.01.18            1 ISHARES FTSE 100 UCITS ACC                               -169 
01.01.18            1 ISHARES II PLC                                           -132 
01.01.18            1 ISHARES MARKIT IBOXX EUR H/Y                             -130 
01.01.18            1 ISHARES MSCI AC FAR EAST EX-JAPAN ETF                    -140 
01.01.18            1 ISHARES MSCI EMERG. MKTS                                 -169 
01.01.18            1 ISHARES MSCI EUROPE MINIMUM VOLATILITY UCITS ETF         -168 
01.01.18            1 ISHARES MSCI POLAND ETF                                  -168 
01.01.18            1 ISHARES MSCI RUSSIA ADR/GDR ETF                          -120 
01.01.18            1 ISHARES MSCI TURKEY FUND                                 -154 
01.01.18            1 ISHARES NASDAQ 100 USD ACC ETF                           -182 
01.01.18            1 ISHARES PHYSICAL GOLD ETC                                -120 
01.01.18            1 ISHARES PHYSICAL PALLADIUM ETC                           -130 
01.01.18            1 ISHARES PHYSICAL PLATINUM ETC                            -132 
01.01.18            1 ISHARES PHYSICAL SILVER ETC                              -196 
01.01.18            1 ISHARES SP EMER MRKT INFRAS                              -143 
01.01.18            1 ISHARES SP 500 MINIMUM VOLATILITY UCITS ETF              -168 
01.01.18            1 ISHARES SP 500 UCITS ETF DIST                            -132 
01.01.18            1 IVY Rosewood Diversified Feeder Fund EUR                 -132 
01.01.18            1 JAZZ PHARMACEUTICALS PLC                                 -182 
01.01.18            1 KINGSPAN GROUP PLC                                         10 
01.01.18            1 KINGSPAN GROUP PLC                                         12 
01.01.18            1 KINGSPAN GROUP PLC                                         10 
01.01.18            1 KINGSPAN GROUP PLC                                         13 
01.01.18            1 KINGSPAN GROUP PLC                                         12 
01.01.18            1 KINGSPAN GROUP PLC                                       -154 
01.01.18            1 KINGSPAN GROUP PLC                                         11 
01.01.18            1 KINGSPAN GROUP PLC                                         14 
01.01.18            1 KINGSPAN GROUP PLC                                         12 
01.01.18            1 KINGSPAN GROUP PLC                                         11 
01.01.18            1 KINGSPAN GROUP PLC                                         12 
01.01.18            1 NESTLE SA-REG                                              10 
01.01.18            1 NESTLE SA-REG                                              10 
01.01.18            1 NESTLE SA-REG                                              11 
01.01.18            1 NESTLE SA-REG                                              13 
01.01.18            1 NESTLE SA-REG                                              14 
01.01.18            1 NESTLE SA-REG                                              13 
01.01.18            1 NESTLE SA-REG                                              13 
01.01.18            1 NESTLE SA-REG                                              13 
01.01.18            1 NESTLE SA-REG                                              14 
01.01.18            1 NESTLE SA-REG                                              11 
01.01.18            1 NESTLE SA-REG                                            -132 
01.01.18            1 NESTLE SA-REG CHF                                          13 
01.01.18            1 NESTLE SA-REG CHF                                          14 
01.01.18            1 NESTLE SA-REG CHF                                          12 
01.01.18            1 NESTLE SA-REG CHF                                          10 
01.01.18            1 NESTLE SA-REG CHF                                          13 
01.01.18            1 NESTLE SA-REG CHF                                          12 
01.01.18            1 NESTLE SA-REG CHF                                          10 
01.01.18            1 NESTLE SA-REG CHF                                          12 
01.01.18            1 NESTLE SA-REG CHF                                          11 
01.01.18            1 NESTLE SA-REG CHF                                          10 
01.01.18            1 NESTLE SA-REG CHF                                        -182 
01.01.18            1 NOBLE CORP. OLD 2013                                       13 
01.01.18            1 NOBLE CORP. OLD 2013                                       14 
01.01.18            1 NOBLE CORP. OLD 2013                                       10 
01.01.18            1 NOBLE CORP. OLD 2013                                       12 
01.01.18            1 NOBLE CORP. OLD 2013                                       11 
01.01.18            1 NOBLE CORP. OLD 2013                                     -110 
01.01.18            1 NOBLE CORP. OLD 2013                                       13 
01.01.18            1 NOBLE CORP. OLD 2013                                       11 
01.01.18            1 NOBLE CORP. OLD 2013                                       10 
01.01.18            1 NOBLE CORP. OLD 2013                                       10 
01.01.18            1 NOBLE CORP. OLD 2013                                       13 
01.01.18            1 PENTAIR LTD.                                               12 
01.01.18            1 PENTAIR LTD.                                               12 
01.01.18            1 PENTAIR LTD.                                               13 
01.01.18            1 PENTAIR LTD.                                               13 
01.01.18            1 PENTAIR LTD.                                               14 
01.01.18            1 PENTAIR LTD.                                             -140 
01.01.18            1 PENTAIR LTD.                                               14 
01.01.18            1 PENTAIR LTD.                                               10 
01.01.18            1 PENTAIR LTD.                                               13 
01.01.18            1 PENTAIR LTD.                                               10 
01.01.18            1 PENTAIR LTD.                                               14 
01.01.18            1 READYMIX PLC                                             -169 
01.01.18            1 SEAGATE TECHNOLOGY                                       -156 
01.01.18            1 Sirius Emerging Equity Fund EUR                          -168 
01.01.18            1 SMURFIT KAPPA GROUP PLC                                  -144 
01.01.18            1 SOURCE EURO STOXX 50 ETF - A                             -168 
01.01.18            1 SOURCE EUROPE PLUS                                       -169 
01.01.18            1 SOURCE MSCI EMERG. MARKETSUCITS ETF-A                    -130 
01.01.18            1 SOURCE SP 500 ETF                                        -143 
01.01.18            1 SSGA SPDR ETFS EUR SP 500                                -143 
01.01.18            1 TE Connectivity Ltd                                        10 
01.01.18            1 TE Connectivity Ltd                                        11 
01.01.18            1 TE Connectivity Ltd                                        11 
01.01.18            1 TE Connectivity Ltd                                        12 
01.01.18            1 TE Connectivity Ltd                                        10 
01.01.18            1 TE Connectivity Ltd                                      -132 
01.01.18            1 TE Connectivity Ltd                                        11 
01.01.18            1 TE Connectivity Ltd                                        13 
01.01.18            1 TE Connectivity Ltd                                        13 
01.01.18            1 TE Connectivity Ltd                                        13 
01.01.18            1 TE Connectivity Ltd                                        13 
01.01.18            1 Thames River High Income Fund                            -154 
01.01.18            1 TRANSOCEAN LTD                                           -120 
01.01.18            1 TRANSOCEAN LTD                                             13 
01.01.18            1 TRANSOCEAN LTD                                             11 
01.01.18            1 TRANSOCEAN LTD                                             14 
01.01.18            1 TRANSOCEAN LTD                                             12 
01.01.18            1 TRANSOCEAN LTD                                             11 
01.01.18            1 TRANSOCEAN LTD                                             14 
01.01.18            1 TRANSOCEAN LTD                                             10 
01.01.18            1 TRANSOCEAN LTD                                             13 
01.01.18            1 TRANSOCEAN LTD                                             14 
01.01.18            1 TRANSOCEAN LTD                                             14 
01.01.18            1 UBS AG - CHF                                               11 
01.01.18            1 UBS AG - CHF                                               13 
01.01.18            1 UBS AG - CHF                                             -154 
01.01.18            1 UBS AG - CHF                                               11 
